Name,Position,Footed,Birthdate,Birthdate,Nationality,Club,Non-Penalty Goals,Non-Penalty xG(npxG),Shots Total,Assists,Expected Assisted Goals(xAG),npxG + xAG,Shot-Creating Actions,Passes Attempted,Pass Completion %,Progessive Passes,Progessive Carries,Successful Take-Ons,Touches(Att Pen),Tackles,Interceptions,Blocks,Clearances,Aerials Won
Lawrence Ofori,MF,N/A,June 28, 1998,Ghana,Moreirense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sidnei Tavares,MF,Right,September 29, 2001,Portugal,Moreirense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Pedro,DF,N/A,March 14, 2003,Brazil,Rio Ave,0.00,0.02,0.59,0.00,9   ,0.06,1.96,61.6,73.7%,4.30,2.15,0.39,3.52,1.76,0.98,0.78,2.54,0.39
Tobías Medina,MF,N/A,March 3, 2004,Argentina,Rio Ave,0.00,0.00,0.00,2520,50.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Amine Rehmi,FW,Left,April 1, 2002,Netherlands,Feirense,0.00,0.00,0.00,2522,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Seol Young-woo,DF(FB),Right,December 5, 1998,Korea,Red Star,0.00,0.03,0.64,0.39,30  ,0.09,1.93,50.9,80.6%,4.37,1.67,0.90,4.89,0.90,1.16,0.51,2.83,0.13
Raphinha,FW-MF(AM-WM),Left,December 14, 1996,Brazil,Barcelona,0.64,0.53,3.69,0.38,99  ,0.96,5.42,43.6,71.2%,4.35,3.33,5.47,9.51,1.27,0.46,0.89,0.66,0.15
Robert Lewandowski,FW,Right,August 21, 1988,Poland,Barcelona,0.75,0.66,3.06,0.12,71  ,0.81,2.16,19.3,72.4%,2.23,1.09,5.24,4.92,0.53,0.24,0.56,0.80,1.46
Pau Cubarsí,DF(CB),Right,January 22, 2007,Spain,Barcelona,0.00,0.02,0.28,0.07,89  ,0.07,1.36,86.0,92.4%,5.87,0.61,0.58,0.16,1.01,0.58,0.63,3.30,2.01
Jules Koundé,DF(CB-FB-right),Right,November 12, 1998,France,Barcelona,0.04,0.06,0.60,0.16,75  ,0.20,1.71,73.1,86.2%,5.49,1.77,2.30,5.34,1.68,0.75,1.29,2.30,1.15
Pedri,MF(AM-CM-WM),Right,November 25, 2002,Spain,Barcelona,0.18,0.09,0.74,0.21,93  ,0.30,4.52,71.2,87.4%,9.18,2.32,1.72,3.63,2.35,0.62,1.49,0.92,0.18
Iñigo Martínez,DF(CB-left),Left,May 17, 1991,Spain,Barcelona,0.06,0.04,0.47,0.09,99  ,0.13,1.41,84.3,90.8%,8.09,2.38,0.88,0.29,0.73,0.67,0.70,3.46,1.88
Alejandro Balde,DF(FB-left),Left,October 18, 2003,Spain,Barcelona,0.00,0.02,0.48,0.16,55  ,0.13,2.94,55.8,87.1%,3.47,3.99,1.69,9.15,0.60,0.32,0.85,0.89,0.44
Lamine Yamal,FW-MF,Left,July 13, 2007,Spain,Barcelona,0.24,0.25,3.34,0.40,87  ,0.56,4.66,42.2,76.5%,4.42,4.92,6.00,13.4,1.61,0.66,0.76,0.18,0.05
Marc Casado,MF,N/A,September 14, 2003,Spain,Barcelona,0.00,0.05,0.72,0.23,49  ,0.13,2.58,74.7,89.7%,6.37,0.77,0.41,1.45,2.98,0.99,0.99,1.31,0.45
Dani Olmo,FW-MF(AM),Right,May 7, 1998,Spain,Barcelona,0.41,0.30,3.30,0.15,77  ,0.56,4.02,42.2,77.6%,5.31,3.40,4.43,7.01,1.96,0.41,0.46,0.77,0.82
Ferrán Torres,FW-MF(AM-WM-right),Right,February 29, 2000,Spain,Barcelona,0.48,0.46,2.79,0.24,55  ,0.66,2.95,27.8,75.4%,2.95,1.83,5.10,8.44,0.72,0.32,0.96,0.48,0.40
Gavi,FW-MF(CM-WM),Right,August 5, 2004,Spain,Barcelona,0.00,0.06,0.58,0.14,31  ,0.22,3.17,49.3,85.4%,4.32,0.58,2.45,3.74,2.16,1.01,1.58,0.86,2.02
Eric García,DF(CB),Right,January 9, 2001,Spain,Barcelona,0.27,0.15,0.75,0.04,71  ,0.19,1.59,84.2,89.7%,7.66,1.68,1.15,0.80,2.12,0.93,1.55,2.39,2.17
Fermin López,MF,N/A,May 11, 2003,Spain,Barcelona,0.64,0.51,3.20,0.21,42  ,0.69,2.30,38.3,82.2%,4.16,2.67,4.38,6.99,2.14,0.37,0.80,0.59,0.53
Frenkie de Jong,DF-MF(CM-DM-WM),Right,May 12, 1997,Netherlands,Barcelona,0.22,0.08,0.59,0.07,68  ,0.20,2.44,67.7,92.4%,6.20,1.40,0.89,1.62,1.85,0.81,0.74,1.26,0.89
Gerard Martín,DF,Left,January 1, 2002,Spain,Barcelona,0.00,0.00,0.00,0.30,87  ,0.16,2.51,65.2,82.8%,3.98,1.03,0.74,8.56,2.07,1.77,1.77,3.10,1.03
Pablo Torre,MF,N/A,April 3, 2003,Spain,Barcelona,0.56,0.15,1.50,0.38,28  ,0.30,3.57,55.4,82.4%,7.33,3.19,3.38,5.64,1.32,0.38,0.56,0.94,0.19
Héctor Fort,DF,Right,August 2, 2006,Spain,Barcelona,0.00,0.01,0.44,0.15,92  ,0.20,2.05,70.8,88.2%,3.37,1.61,1.32,6.73,2.05,1.02,1.32,1.90,0.44
Marc Bernal,MF,N/A,May 26, 2007,Spain,Barcelona,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.71,0.00,0.00,0.00,0.00,0.00
Ronald Araújo,DF(CB-right),Right,March 7, 1999,Uruguay,Barcelona,0.07,0.13,0.97,0.15,94  ,0.19,1.27,75.0,90.2%,2.69,0.45,1.87,0.22,1.35,0.90,0.97,3.89,3.52
Sergi Dominguez,DF,N/A,April 1, 2005,Spain,Barcelona,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00
Pau Victor Delgado,FW,N/A,November 26, 2001,Spain,Barcelona,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ansu Fati,FW,Right,October 31, 2002,Spain,Barcelona,0.00,0.00,0.00,2218,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0211,0.00,0.00
Andreas Christensen,DF-MF(CB),Right,April 10, 1996,Denmark,Barcelona,0.33,0.12,0.87,0.11,41  ,0.18,0.98,48.8,89.8%,3.26,0.76,1.20,0.43,1.63,0.98,1.09,1.96,2.61
Andres Cuenca,DF,N/A,June 11, 2007,Spain,Barcelona,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Noah Darvich,MF,N/A,September 25, 2006,Germany,Barcelona,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Álex Valle,DF,N/A,April 25, 2004,Spain,Como,0.00,0.02,0.79,0.20,24  ,0.08,2.55,59.3,81.8%,4.52,1.77,0.79,2.75,3.34,0.98,1.77,3.54,0.98
Federico Valverde,FW-MF(CM-DM-WM-right),Right,July 22, 1998,Uruguay,Real Madrid,0.15,0.06,1.44,0.15,70  ,0.19,2.78,59.8,89.1%,5.79,1.84,1.11,2.22,1.38,1.67,1.25,1.44,0.90
Kylian Mbappé,FW-MF,Right,December 20, 1998,France,Real Madrid,0.63,0.57,4.44,0.15,92  ,0.79,3.86,33.7,81.6%,4.19,4.77,8.76,11.7,0.40,0.08,0.10,0.05,0.10
Antonio Rüdiger,DF(CB),Right,March 3, 1993,Germany,Real Madrid,0.05,0.09,0.70,0.02,86  ,0.13,0.72,66.0,91.6%,3.06,0.43,0.79,0.07,0.88,0.36,0.92,3.54,1.17
Jude Bellingham,MF(AM-CM-DM-WM),Right,June 29, 2003,England,Real Madrid,0.31,0.30,1.85,0.37,43  ,0.48,3.34,55.4,87.8%,6.84,2.66,3.73,5.12,2.11,0.76,1.36,0.86,0.78
Aurélien Tchouaméni,DF-MF(CM-DM),Right,January 27, 2000,France,Real Madrid,0.03,0.05,0.79,0.00,66  ,0.08,1.43,67.6,92.5%,4.73,0.73,0.88,0.32,1.66,1.23,1.11,2.31,1.64
Vinicius Júnior,FW-MF(AM-left),Right,July 12, 2000,Brazil,Real Madrid,0.60,0.50,3.41,0.27,99  ,0.82,4.69,34.2,73.1%,2.67,6.79,8.18,11.1,0.90,0.19,0.52,0.05,0.14
Rodrygo,FW-MF(AM),Right,January 9, 2001,Brazil,Real Madrid,0.42,0.28,2.64,0.21,48  ,0.47,4.75,44.1,86.3%,4.33,5.02,5.92,10.4,0.84,0.33,1.05,0.30,0.27
Lucas Vázquez,DF-FW-MF(FB-WM-right),Right,July 1, 1991,Spain,Real Madrid,0.15,0.09,0.73,0.27,95  ,0.32,3.14,67.5,86.2%,4.02,1.57,2.80,8.77,2.34,0.88,0.92,1.42,0.15
Fran Garcia,DF(FB-left),Left,August 14, 1999,Spain,Real Madrid,0.05,0.04,0.55,0.10,32  ,0.11,1.55,62.9,87.0%,4.26,2.56,1.35,7.77,1.86,1.25,0.85,2.81,0.45
Éder Militão,DF-MF(CB-right),Right,January 18, 1998,Brazil,Real Madrid,0.05,0.05,0.86,0.05,78  ,0.09,0.91,64.3,89.6%,3.86,0.80,0.96,0.16,1.61,1.13,1.13,3.32,2.14
Ferland Mendy,DF(FB-left),Left,June 8, 1995,France,Real Madrid,0.00,0.02,0.13,0.00,3   ,0.04,1.03,56.4,93.3%,3.44,0.76,0.50,3.38,1.26,0.46,0.83,0.99,0.43
Dani Ceballos,MF(CM-WM),Right,August 7, 1996,Spain,Real Madrid,0.00,0.03,0.67,0.18,83  ,0.20,3.78,93.6,94.1%,10.1,2.32,0.98,1.28,3.11,0.91,1.28,0.85,0.18
Brahim Díaz,FW-MF(AM),Right,August 3, 1999,Morocco,Real Madrid,0.36,0.31,1.92,0.36,76  ,0.57,4.20,42.0,84.7%,4.52,3.19,4.42,7.44,1.78,0.32,0.82,0.09,0.18
Luka Modrić,MF(AM-CM-DM-WM),Right,September 9, 1985,Croatia,Real Madrid,0.08,0.07,1.01,0.32,99  ,0.39,5.27,93.4,87.3%,9.11,2.79,1.26,2.92,1.34,1.26,0.53,0.85,0.45
Raúl Asencio,DF,N/A,February 13, 2003,Spain,Real Madrid,0.00,0.00,0.09,0.09,75  ,0.04,0.43,56.4,92.3%,1.02,0.43,0.43,0.51,1.62,0.51,0.51,4.78,1.54
Eduardo Camavinga,MF(CM-WM),Left,November 10, 2002,France,Real Madrid,0.00,0.04,0.82,0.14,45  ,0.11,2.28,61.9,90.2%,4.78,1.41,0.87,1.32,3.37,1.18,2.01,1.96,1.23
Dani Carvajal,DF(FB-right),Right,January 11, 1992,Spain,Real Madrid,0.14,0.13,0.77,0.10,20  ,0.18,1.78,62.7,83.9%,3.36,1.25,1.68,6.05,1.97,1.10,1.68,2.78,1.49
Arda Güler,MF,N/A,February 25, 2005,Turkey,Real Madrid,0.57,0.30,3.34,0.24,79  ,0.57,5.22,55.7,84.8%,5.63,2.85,3.91,6.03,1.79,0.49,0.98,0.98,0.57
Endrick,FW,Left,July 21, 2006,Brazil,Real Madrid,0.00,0.22,2.58,0.00,39  ,0.36,3.38,20.6,71.2%,2.98,1.99,2.58,5.56,0.99,0.00,0.99,0.40,0.60
Jesús Vallejo,DF(CB),Right,January 5, 1997,Spain,Real Madrid,0.00,0.00,0.00,1719,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Chema,MF,N/A,April 25, 2005,Spain,Real Madrid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Lorenzo Aguado,DF,N/A,September 19, 2002,Spain,Real Madrid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00
Daniel Yáñez,MF,Left,March 28, 2007,Spain,Real Madrid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gonzalo García,MF,N/A,March 24, 2004,Spain,Real Madrid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0241,0.00,0.00
Jacobo Ramón,DF,N/A,January 6, 2005,Spain,Real Madrid,0.00,0.00,0.00,2519,0.10,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antoine Griezmann,FW-MF(AM-WM),Left,March 21, 1991,France,Atlético Madrid,0.48,0.30,1.93,0.19,95  ,0.54,3.32,51.0,75.1%,4.87,1.82,3.64,6.07,1.31,0.35,0.86,0.80,0.91
Julián Álvarez,FW-MF,Right,January 31, 2000,Argentina,Atlético Madrid,0.46,0.37,2.75,0.21,79  ,0.53,3.45,35.7,78.1%,3.14,2.93,4.73,6.26,0.89,0.12,0.82,0.34,0.40
Pablo Barrios,MF(CM),N/A,June 15, 2003,Spain,Atlético Madrid,0.00,0.06,1.24,0.07,38  ,0.12,2.64,56.9,85.5%,5.60,1.02,1.13,3.04,1.87,1.65,0.73,1.43,1.13
José María Giménez,DF(CB),Right,January 20, 1995,Uruguay,Atlético Madrid,0.03,0.02,0.33,0.03,41  ,0.04,0.33,54.9,90.3%,2.40,0.16,0.66,0.10,1.09,1.02,1.19,5.66,1.91
Marcos Llorente,DF-FW-MF(CM-right),Right,January 30, 1995,Spain,Atlético Madrid,0.12,0.08,1.02,0.20,92  ,0.28,2.25,52.1,83.1%,3.91,2.83,2.72,6.72,2.13,0.73,1.02,1.40,0.55
Koke,MF(AM-CM-WM),Right,January 8, 1992,Spain,Atlético Madrid,0.03,0.03,0.42,0.11,70  ,0.16,2.18,72.1,87.7%,6.55,0.84,0.45,0.84,2.12,0.64,1.26,1.31,0.39
Rodrigo De Paul,FW-MF(CM-WM),Right,May 24, 1994,Argentina,Atlético Madrid,0.22,0.07,0.99,0.15,91  ,0.27,3.85,67.5,80.4%,8.69,3.17,0.99,3.11,1.36,0.52,1.29,0.59,0.22
Clément Lenglet,DF(CB-left),Left,June 17, 1995,France,Atlético Madrid,0.04,0.07,0.40,0.04,77  ,0.10,0.76,61.0,88.6%,3.31,0.49,0.63,0.00,0.89,0.98,1.25,4.24,1.38
Samuel Lino,DF-FW-MF,Right,December 23, 1999,Brazil,Atlético Madrid,0.19,0.38,2.86,0.30,92  ,0.57,3.16,46.7,81.1%,4.08,5.31,5.16,9.58,2.26,0.56,1.67,0.74,0.48
Giuliano Simeone,FW-MF,N/A,December 18, 2002,Argentina,Atlético Madrid,0.14,0.18,1.45,0.32,96  ,0.43,2.62,34.8,74.6%,2.89,3.21,3.93,7.96,0.95,0.81,1.31,0.63,0.54
Conor Gallagher,MF(AM-CM-WM),Right,February 6, 2000,England,Atlético Madrid,0.18,0.14,1.16,0.15,49  ,0.22,2.00,49.5,88.3%,3.20,1.42,1.82,3.27,2.29,0.98,1.24,1.42,0.69
Robin Le Normand,DF(CB),Right,November 11, 1996,Spain,Atlético Madrid,0.04,0.03,0.46,0.00,53  ,0.05,0.62,61.6,88.8%,3.27,0.46,0.79,0.17,1.08,0.54,0.79,4.06,2.81
Nahuel Molina,DF-MF(FB-WM-right),Right,April 6, 1998,Argentina,Atlético Madrid,0.04,0.04,0.44,0.16,42  ,0.13,2.06,61.8,74.9%,3.15,2.06,1.33,5.98,2.30,0.97,1.29,2.14,0.61
Javi Galán,DF-MF(FB-left),Left,November 19, 1994,Spain,Atlético Madrid,0.00,0.01,0.30,0.13,59  ,0.11,1.73,53.3,81.9%,2.87,2.83,0.97,4.86,2.87,1.23,1.23,1.73,0.72
Reinildo Mandava,DF(FB-left),Left,January 21, 1994,Mozambique,Atlético Madrid,0.06,0.04,0.23,0.06,18  ,0.09,1.10,58.1,84.7%,3.65,1.51,0.93,1.86,2.84,1.86,1.10,2.84,0.87
Alexander Sørloth,FW,Left,December 5, 1995,Norway,Atlético Madrid,1.00,0.59,3.54,0.16,76  ,0.74,2.33,20.0,68.3%,1.97,1.77,5.95,5.58,0.32,0.08,0.28,1.04,4.30
Axel Witsel,DF-MF(CB-CM-DM),Right,January 12, 1989,Belgium,Atlético Madrid,0.04,0.01,0.16,0.04,50  ,0.03,0.44,51.6,90.2%,2.47,0.20,0.48,0.20,1.35,1.00,1.63,3.62,1.95
César Azpilicueta,DF-MF(CB-FB-right),Right,August 28, 1989,Spain,Atlético Madrid,0.00,0.01,0.29,0.07,78  ,0.05,1.30,60.7,86.1%,5.14,1.66,0.94,1.59,1.59,0.58,1.37,2.82,1.23
Rodrigo Riquelme,MF,Right,April 2, 2000,Spain,Atlético Madrid,0.07,0.15,2.56,0.15,70  ,0.27,3.87,43.1,73.4%,3.29,5.56,4.02,10.3,1.97,0.29,0.66,1.02,0.37
Ángel Correa,FW-MF(AM-WM-right),Right,March 9, 1995,Argentina,Atlético Madrid,0.48,0.48,3.45,0.11,90  ,0.69,4.40,28.6,72.8%,2.97,2.81,8.16,7.26,1.01,0.21,0.85,0.74,0.16
Adrian Niño,FW,N/A,June 19, 2004,Spain,Atlético Madrid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0252,0.00,0.00
Thomas Lemar,MF(AM-WM-left),Left,November 12, 1995,France,Atlético Madrid,0.00,0.00,0.00,1619,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ilias Kostis,DF,N/A,February 27, 2003,Greece,Atlético Madrid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0242,0.00,0.00
Javier Serrano,MF,N/A,January 16, 2003,Spain,Atlético Madrid,0.00,0.00,0.00,2319,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0221,0.00,0.00
Arthur Vermeeren,MF,N/A,February 7, 2005,Belgium,RB Leipzig,0.00,0.01,0.06,0.06,12  ,0.04,1.63,55.0,83.8%,4.02,0.50,0.50,1.38,1.82,1.69,2.26,1.26,0.38
Iñaki Williams,FW-MF(AM),Right,June 15, 1994,Ghana,Athletic Club,0.31,0.27,2.55,0.20,55  ,0.48,2.47,30.0,64.3%,2.62,3.57,4.94,9.98,0.74,0.46,1.02,0.87,1.10
Daniel Vivian,DF(CB-right),Right,July 15, 1999,Spain,Athletic Club,0.08,0.05,0.50,0.00,22  ,0.06,1.02,61.9,85.5%,5.60,0.99,0.77,0.19,1.71,1.44,1.05,4.09,1.49
Álex Berenguer,FW-MF(AM-WM),Right,July 4, 1995,Spain,Athletic Club,0.28,0.22,2.04,0.35,57  ,0.44,3.73,35.4,68.1%,2.66,2.73,3.73,7.78,1.21,0.48,0.79,0.55,1.00
Nico Williams,FW-MF(AM),Right,July 12, 2002,Spain,Athletic Club,0.16,0.21,2.40,0.36,53  ,0.41,4.96,33.0,69.9%,3.09,6.11,5.42,12.1,1.15,0.23,0.66,0.23,0.46
Oihan Sancet,FW-MF(AM),Right,April 25, 2000,Spain,Athletic Club,0.54,0.36,2.08,0.14,13  ,0.48,2.53,32.8,82.0%,5.38,2.71,3.30,6.74,0.54,0.41,0.50,0.27,0.59
Mikel Jauregizar,MF,N/A,November 12, 2003,Spain,Athletic Club,0.05,0.03,0.74,0.00,51  ,0.12,3.26,46.6,82.6%,5.05,0.58,0.32,1.37,3.63,1.05,0.95,1.00,1.16
Yuri Berchiche,DF(FB-left),Left,February 10, 1990,Spain,Athletic Club,0.00,0.04,0.95,0.00,53  ,0.14,1.94,60.7,83.6%,6.19,1.83,0.99,3.34,1.58,1.06,1.34,2.57,1.16
Gorka Guruzeta,FW,N/A,September 12, 1996,Spain,Athletic Club,0.41,0.30,2.57,0.26,55  ,0.42,1.79,22.0,74.2%,1.64,0.56,4.06,3.77,0.89,0.41,1.72,0.82,1.90
Yeray Álvarez,DF(CB),Right,January 24, 1995,Spain,Athletic Club,0.05,0.03,0.54,0.00,24  ,0.04,0.77,56.8,82.3%,5.67,1.09,0.68,0.00,1.36,1.41,0.64,4.40,2.22
Aitor Paredes,DF(CB-left),Right,April 29, 2000,Spain,Athletic Club,0.14,0.09,0.31,0.00,8   ,0.10,0.56,53.7,85.1%,3.99,0.17,0.59,0.07,0.97,1.28,0.83,4.79,1.73
Beñat Prados,MF,Right,February 8, 2001,Spain,Athletic Club,0.07,0.04,0.71,0.04,24  ,0.08,1.20,46.7,81.7%,4.87,1.16,1.12,2.32,2.58,1.46,1.68,1.39,1.65
Óscar de Marcos,DF-FW-MF(DM-FB-right),Right,April 14, 1989,Spain,Athletic Club,0.00,0.03,0.27,0.23,54  ,0.14,2.20,58.8,79.7%,5.09,1.47,0.89,4.59,2.04,0.73,1.04,2.31,0.39
Iñigo Ruiz de Galarreta,MF(CM-DM),Right,August 6, 1993,Spain,Athletic Club,0.00,0.01,0.38,0.08,78  ,0.16,2.86,52.8,83.7%,6.78,1.14,0.25,1.94,2.19,0.72,0.80,0.67,0.29
Andoni Gorosabel,DF(FB-right),Right,August 4, 1996,Spain,Athletic Club,0.05,0.05,0.56,0.05,44  ,0.13,2.40,52.0,82.3%,3.48,1.27,1.13,3.48,2.87,0.94,0.85,2.54,0.89
Adama Boiro,DF,N/A,June 22, 2002,Spain,Athletic Club,0.12,0.02,0.59,0.12,18  ,0.07,1.54,43.8,81.4%,3.43,1.42,1.42,2.37,1.77,0.95,0.71,3.07,1.54
Unai Gómez,MF,N/A,May 25, 2003,Spain,Athletic Club,0.12,0.10,1.38,0.18,6   ,0.17,1.98,24.7,74.0%,2.16,1.38,1.98,4.38,1.14,0.24,1.02,0.78,1.98
Mikel Vesga,MF(CM-DM),Left,May 21, 1993,Spain,Athletic Club,0.00,0.04,0.51,0.00,28  ,0.09,1.77,53.1,79.7%,5.81,0.67,1.18,2.36,2.53,1.94,1.18,2.02,2.02
Iñigo Lekue,DF-MF(FB),Right,May 4, 1993,Spain,Athletic Club,0.00,0.01,0.08,0.00,4   ,0.03,1.39,57.1,80.2%,4.93,1.69,0.31,1.77,1.54,0.85,0.85,2.39,0.62
Álvaro djaló,MF,N/A,August 16, 1999,Spain,Athletic Club,0.25,0.14,2.93,0.00,43  ,0.24,2.42,20.3,66.3%,1.65,2.67,3.69,8.40,1.53,0.13,0.51,0.76,1.15
Unai Núñez,DF(CB),Right,January 30, 1997,Spain,Athletic Club,0.00,0.03,0.28,0.09,78  ,0.07,0.84,57.5,86.9%,3.53,0.19,1.02,0.19,2.23,1.77,0.65,3.53,2.98
Ander Herrera,MF(AM-CM-DM-WM-right),Right,August 14, 1989,Spain,Boca Juniors,0.00,0.19,1.92,0.15,23  ,0.24,3.84,71.1,88.0%,6.93,0.74,1.92,1.77,2.66,0.44,1.62,2.80,1.62
Nicolás Serrano,MF,N/A,March 5, 2003,Spain,Sporting Gijón,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maroan Sannadi,FW,N/A,February 1, 2001,Spain,Athletic Club,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00
Javi Martón,FW,N/A,May 6, 1999,Spain,Albacete,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Peio Canales,MF,N/A,January 17, 2005,Spain,Athletic Club,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00
Adu Ares,FW,N/A,October 12, 2001,Spain,Zaragoza,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Endika Buján,FW,Left,January 16, 2003,Spain,Athletic Club,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Unai Eguíluz,DF,N/A,March 19, 2002,Spain,Mirandés,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aingeru Olabarrieta,FW,N/A,November 14, 2005,Spain,Athletic Club,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0241,0.00,0.00
Sergi Cardona,DF(FB-left),Left,July 8, 1999,Spain,Villarreal,0.06,0.12,0.78,0.19,90  ,0.30,2.64,53.2,78.9%,3.29,1.73,2.20,5.68,2.01,1.10,1.60,3.17,1.32
Alex Baena,FW-MF(WM-left),Right,July 20, 2001,Spain,Villarreal,0.22,0.23,2.11,0.44,99  ,0.64,5.91,43.3,68.2%,6.20,2.93,2.93,5.73,1.10,0.82,1.10,0.76,0.47
Kiko Femenía,DF-FW-MF(FB-WM-right),Right,February 2, 1991,Spain,Villarreal,0.00,0.01,0.10,0.07,20  ,0.06,1.71,61.6,87.2%,4.78,2.37,0.53,2.01,1.91,1.68,1.02,2.44,0.26
Santi Comesaña,MF(CM-DM),Right,October 5, 1996,Spain,Villarreal,0.19,0.13,1.01,0.08,52  ,0.22,2.40,49.0,86.5%,5.65,1.43,2.01,2.25,2.55,0.77,1.59,1.59,1.05
Pape Gueye,MF(CM-DM),Left,January 24, 1999,Senegal,Villarreal,0.12,0.11,1.82,0.00,33  ,0.17,2.09,48.5,80.3%,6.43,1.30,2.13,2.76,2.80,1.18,1.30,1.82,1.30
Daniel Parejo,MF(AM-CM-DM),Right,April 16, 1989,Spain,Villarreal,0.07,0.03,0.46,0.18,61  ,0.13,3.03,63.0,88.2%,7.39,0.46,0.46,1.04,1.79,1.00,1.00,1.21,0.86
Thierno Barry,FW,N/A,October 21, 2002,France,Villarreal,0.43,0.51,2.99,0.18,67  ,0.65,1.95,13.4,61.1%,0.97,1.40,4.63,5.12,0.61,0.00,0.79,0.67,4.20
Logan Costa,DF(CB),Right,April 1, 2001,Cape,Villarreal,0.07,0.05,0.54,0.00,68  ,0.08,0.97,57.5,85.0%,4.66,0.77,0.81,0.67,1.34,0.81,0.97,3.39,1.84
Yeremi Pino,FW-MF(WM),Right,October 20, 2002,Spain,Villarreal,0.08,0.18,1.54,0.31,97  ,0.45,3.46,32.2,73.6%,2.69,2.08,5.07,10.7,2.61,0.31,1.77,0.69,0.54
Raúl Albiol,DF(CB-right),Right,September 4, 1985,Spain,Villarreal,0.00,0.01,0.16,0.05,41  ,0.02,0.32,59.6,88.8%,2.53,0.22,0.32,0.00,1.02,0.54,0.97,4.79,1.78
Ayoze Pérez,FW-MF(AM-WM),Right,July 29, 1993,Spain,Villarreal,0.74,0.43,3.16,0.00,54  ,0.54,3.31,25.2,78.2%,3.51,3.76,6.72,6.77,1.93,0.40,1.14,0.69,0.89
Nicolas Pépé,FW-MF(AM-right),Left,May 29, 1995,Côte,Villarreal,0.12,0.26,2.93,0.24,67  ,0.39,2.80,39.3,81.1%,3.78,4.39,5.37,9.15,0.61,0.37,0.49,0.61,1.10
